specification_id,model_family,model_label,generic_ballot_coefficient,approval_coefficient,midterm_coefficient,complexity_score,cycle,scored_races,mean_margin_error_dem_bias,mean_absolute_error,median_absolute_error,rmse,winner_accuracy,brier_score,log_loss,actual_dem_wins,predicted_dem_wins,expected_dem_wins,predicted_win_count_error,expected_win_count_error,absolute_expected_seat_error,absolute_mean_error,mean_absolute_error_rank,rmse_rank,brier_score_rank,log_loss_rank,absolute_mean_error_rank,absolute_expected_seat_error_rank,winner_accuracy_rank,performance_score,complexity_penalty,simplicity_adjusted_score
generic_plus_approval_plus_midterm__gb_0.40,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.4,0.5,0.5,3,,1545,2.6498721764349917,6.365697075916194,4.6656212365,8.619075382933726,0.940453074433657,0.04861207574674442,0.1700855539186816,756,766,786.5603581584227,10,30.560358158422673,30.560358158422673,2.6498721764349917,4.0,4.0,22.0,13.0,27.0,29.0,39.0,0.30193236714975846,0.1,0.40193236714975844
generic_plus_approval_plus_midterm__gb_0.30,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.3,0.5,0.5,3,,1545,2.3027200728751205,6.347671324910885,4.7194164265000005,8.604693480536216,0.9385113268608414,0.04895877768174674,0.17050440775493808,756,763,780.5943992379547,7,24.59439923795469,24.59439923795469,2.3027200728751205,1.0,1.0,34.0,19.0,21.0,23.0,49.5,0.31280193236714976,0.1,0.4128019323671498
generic_plus_approval_plus_midterm__gb_0.35,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.35,0.5,0.5,3,,1545,2.476296124655056,6.3528005175758056,4.6838107135000016,8.608085228901047,0.9391585760517799,0.04876242125685,0.17023949795299628,756,764,783.5678089206718,8,27.567808920671837,27.567808920671837,2.476296124655056,3.0,2.0,28.0,17.0,24.0,26.0,47.5,0.31521739130434784,0.1,0.41521739130434787
generic_plus_approval_plus_midterm__gb_0.50,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.5,0.5,0.5,3,,1545,2.997024279994861,6.421749674686744,4.837894083350001,8.663715251433254,0.9423948220064725,0.04845307385949946,0.17011325079222633,756,769,792.6028776970294,13,36.602877697029385,36.602877697029385,2.997024279994861,9.0,13.0,14.0,15.0,33.0,35.0,27.0,0.3164251207729468,0.1,0.4164251207729468
generic_plus_approval_plus_midterm__gb_0.25,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.25,0.5,0.5,3,,1545,2.1291440210951853,6.3527996391659025,4.717878523499998,8.608909118730919,0.9365695792880259,0.04920019285912653,0.1708796121798058,756,758,777.6400841166787,2,21.640084116678736,21.640084116678736,2.1291440210951853,2.0,3.0,38.0,26.0,18.0,20.0,53.0,0.32367149758454106,0.1,0.42367149758454103
generic_only__gb_0.75,generic_only,Generic ballot only,0.75,0.0,0.0,1,,1545,3.5610210436217553,6.704178621668227,5.339487479999999,8.824163452639677,0.9462783171521035,0.047621766945237565,0.16900183215533376,756,775,801.488547785801,19,45.48854778580096,45.48854778580096,3.5610210436217553,45.0,40.0,5.0,9.0,44.0,42.0,5.0,0.43719806763285024,0.0,0.43719806763285024
generic_plus_approval_plus_midterm__gb_0.20,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.2,0.5,0.5,3,,1545,1.95556796931525,6.3675121412594935,4.682336033500004,8.620720983176644,0.9352750809061489,0.04948568917657159,0.17136444216018926,756,756,774.7047854759184,0,18.704785475918356,18.704785475918356,1.95556796931525,5.0,5.0,44.0,32.0,15.0,17.0,56.5,0.3442028985507246,0.1,0.4442028985507246
generic_plus_approval_plus_midterm__gb_0.55,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.55,0.5,0.5,3,,1545,3.1706003317747973,6.463237851421824,4.848231863349994,8.697248663253824,0.943042071197411,0.048446156653741544,0.17029623314361783,756,772,795.6527546351267,16,39.65275463512671,39.65275463512671,3.1706003317747973,16.0,20.0,13.0,18.0,36.0,38.0,21.0,0.34782608695652173,0.1,0.4478260869565217
generic_plus_approval__gb_0.35,generic_plus_approval,Generic ballot + approval,0.35,0.5,0.0,2,,1545,2.478561496823341,6.441421471559624,4.776076248500001,8.686817648225833,0.9365695792880259,0.04907550173504651,0.17101433640119243,756,762,783.3960964049721,6,27.396096404972127,27.396096404972127,2.478561496823341,10.0,17.0,35.0,30.0,25.0,25.0,53.0,0.39855072463768115,0.05,0.44855072463768114
generic_plus_approval__gb_0.45,generic_plus_approval,Generic ballot + approval,0.45,0.5,0.0,2,,1545,2.8257136003832106,6.46117561136409,4.797181823499997,8.703657254507544,0.940453074433657,0.04874225895080918,0.1706297243605639,756,768,789.3704687381543,12,33.37046873815427,33.37046873815427,2.8257136003832106,14.0,24.0,26.0,22.0,31.0,31.0,39.0,0.39855072463768115,0.05,0.44855072463768114
generic_only__gb_0.15,generic_only,Generic ballot only,0.15,0.0,0.0,1,,1545,1.4781084222625316,6.599328333936874,4.941514676,8.745301309710909,0.9352750809061489,0.04971004670936028,0.17164409611671444,756,742,765.6948304229711,-14,9.694830422971108,9.694830422971108,1.4781084222625316,36.0,32.0,48.0,36.0,8.0,6.0,56.5,0.4504830917874396,0.0,0.4504830917874396
generic_plus_approval__gb_0.40,generic_plus_approval,Generic ballot + approval,0.4,0.5,0.0,2,,1545,2.652137548603276,6.447555908678006,4.802136223500002,8.691475787311433,0.9385113268608414,0.04888576146074286,0.17076647820542198,756,765,786.3736717237248,9,30.373671723724783,30.373671723724783,2.652137548603276,12.0,19.0,30.0,24.0,28.0,28.0,49.5,0.40217391304347827,0.05,0.45217391304347826
generic_plus_approval__gb_0.30,generic_plus_approval,Generic ballot + approval,0.3,0.5,0.0,2,,1545,2.3049854450434055,6.443585716081113,4.796205413499997,8.689694935972298,0.9365695792880259,0.049310529438808974,0.17137262515870272,756,760,780.4377026178418,4,24.43770261784175,24.43770261784175,2.3049854450434055,11.0,18.0,41.0,33.0,22.0,22.0,53.0,0.40338164251207725,0.05,0.45338164251207724
generic_plus_approval__gb_0.25,generic_plus_approval,Generic ballot + approval,0.25,0.5,0.0,2,,1545,2.1314093932634703,6.455738590144543,4.8047551235000014,8.700100174229329,0.9365695792880259,0.04958986806075766,0.17184067263081,756,758,777.4984166547783,2,21.49841665477834,21.49841665477834,2.1314093932634703,13.0,21.0,45.0,38.0,19.0,19.0,53.0,0.4106280193236715,0.05,0.4606280193236715
generic_plus_approval__gb_0.50,generic_plus_approval,Generic ballot + approval,0.5,0.5,0.0,2,,1545,2.9992896521631467,6.485595702810886,4.8345251335000015,8.723330532605681,0.9411003236245955,0.048645914177758286,0.1706047493739671,756,769,792.3864920159282,13,36.386492015928184,36.386492015928184,2.9992896521631467,18.0,27.0,23.0,21.0,34.0,34.0,36.0,0.41545893719806765,0.05,0.46545893719806763
generic_plus_approval_plus_midterm__gb_0.15,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.15,0.5,0.5,3,,1545,1.7819919175353147,6.3901234190868745,4.635352073500002,8.640097919562235,0.9320388349514563,0.04981426758434373,0.17195823184236642,756,751,771.7883942381112,-5,15.78839423811121,15.78839423811121,1.7819919175353147,7.0,7.0,49.0,39.0,12.0,14.0,63.0,0.36714975845410625,0.1,0.4671497584541062
generic_plus_approval__gb_0.55,generic_plus_approval,Generic ballot + approval,0.55,0.5,0.0,2,,1545,3.172865703943082,6.519677580579755,4.943810713500003,8.750445091129198,0.943042071197411,0.048597612448942624,0.1706922271762486,756,774,795.4217085551562,18,39.421708555156215,39.421708555156215,3.172865703943082,27.0,33.0,20.0,23.0,37.0,37.0,21.0,0.4227053140096618,0.05,0.4727053140096618
generic_plus_approval_plus_midterm__gb_0.10,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.1,0.5,0.5,3,,1545,1.6084158657553793,6.421179668508103,4.7017394535,8.666989187952934,0.9326860841423948,0.050184911457171265,0.1726603196482576,756,748,768.8907724523373,-8,12.890772452337274,12.890772452337274,1.6084158657553793,8.0,14.0,54.0,44.0,9.0,11.0,60.0,0.37681159420289856,0.1,0.47681159420289854
generic_only__gb_0.80,generic_only,Generic ballot only,0.8,0.0,0.0,1,,1545,3.73459709540169,6.7680550960669335,5.439891906,8.878765945638047,0.945631067961165,0.04776042179622453,0.16951349605697555,756,776,804.595660381141,20,48.59566038114099,48.59566038114099,3.73459709540169,49.0,46.0,7.0,11.0,47.0,45.0,7.0,0.4855072463768116,0.0,0.4855072463768116
generic_only__gb_0.10,generic_only,Generic ballot only,0.1,0.0,0.0,1,,1545,1.3045323704825964,6.646070121512278,5.03576784,8.787263024928357,0.9320388349514563,0.05016871910004453,0.17257574472492235,756,737,762.8357125845182,-19,6.835712584518205,6.835712584518205,1.3045323704825964,41.0,38.0,53.0,43.0,5.0,3.0,63.0,0.49033816425120774,0.0,0.49033816425120774
generic_plus_approval__gb_0.20,generic_plus_approval,Generic ballot + approval,0.2,0.5,0.0,2,,1545,1.957833341483535,6.475816221792828,4.713019706649998,8.718006408440845,0.9346278317152104,0.04991251896337653,0.17241781006276055,756,755,774.5781333735614,-1,18.5781333735614,18.5781333735614,1.957833341483535,17.0,26.0,51.0,42.0,16.0,16.0,58.0,0.4444444444444445,0.05,0.49444444444444446
generic_plus_approval__gb_0.60,generic_plus_approval,Generic ballot + approval,0.6,0.5,0.0,2,,1545,3.3464417557230175,6.562889687730045,4.9895486765,8.784932028153174,0.9436893203883495,0.04859820001025574,0.1708928297586288,756,775,798.4760459157135,19,42.476045915713485,42.476045915713485,3.3464417557230175,33.0,36.0,21.0,28.0,40.0,40.0,16.0,0.4492753623188406,0.05,0.49927536231884057
generic_plus_approval_plus_midterm__gb_0.05,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.05,0.5,0.5,3,,1545,1.4348398139754446,6.461275779731923,4.6902944366499995,8.701325119956747,0.9326860841423948,0.050596590293690506,0.17347004926209778,756,746,766.0117554300126,-10,10.011755430012613,10.011755430012613,1.4348398139754446,15.0,22.0,58.0,49.0,6.0,8.0,60.0,0.40821256038647347,0.1,0.5082125603864734
generic_plus_approval_plus_midterm__gb_0.60,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.6,0.5,0.5,3,,1545,3.3441763835547325,6.514856059199948,4.9504665935,8.73814936915429,0.943042071197411,0.04848871991661612,0.17059286139272162,756,774,798.7215808164476,18,42.72158081644761,42.72158081644761,3.3441763835547325,26.0,29.0,15.0,20.0,39.0,41.0,21.0,0.41304347826086957,0.1,0.5130434782608696
generic_only__gb_0.05,generic_only,Generic ballot only,0.05,0.0,0.0,1,,1545,1.130956318702661,6.699787519758233,5.0821817056,8.836437951773474,0.9307443365695793,0.050666456588213594,0.173613757340927,756,737,759.9949726762923,-19,3.9949726762922637,3.9949726762922637,1.130956318702661,44.0,42.0,59.0,50.0,2.0,2.0,66.5,0.5205314009661836,0.0,0.5205314009661836
generic_plus_approval__gb_0.15,generic_plus_approval,Generic ballot + approval,0.15,0.5,0.0,2,,1545,1.7842572897035995,6.505312879315351,4.775556496500002,8.743367553078956,0.9326860841423948,0.05027746528180635,0.17310337286743913,756,750,771.6767183397135,-6,15.676718339713489,15.676718339713489,1.7842572897035995,22.0,31.0,56.0,48.0,13.0,13.0,60.0,0.47101449275362317,0.05,0.5210144927536232
generic_only__gb_0.85,generic_only,Generic ballot only,0.85,0.0,0.0,1,,1545,3.9081731471816252,6.837162096747192,5.481721598,8.9403610962069,0.9449838187702265,0.047950845025791146,0.17014086650336774,756,779,807.7213220846477,23,51.72132208464768,51.72132208464768,3.9081731471816252,52.0,50.0,9.0,16.0,50.0,48.0,9.0,0.5265700483091788,0.0,0.5265700483091788
generic_plus_approval__gb_0.10,generic_plus_approval,Generic ballot + approval,0.1,0.5,0.0,2,,1545,1.6106812379236641,6.544523930203896,4.7931766335000034,8.776118978995214,0.9320388349514563,0.05068367565993117,0.17389670162465715,756,745,768.7940099818516,-11,12.79400998185156,12.79400998185156,1.6106812379236641,30.0,34.0,60.0,54.0,10.0,10.0,63.0,0.5,0.05,0.55
generic_only__gb_0.00,generic_only,Generic ballot only,0.0,0.0,0.0,1,,1545,0.9573802669227256,6.759458763993831,5.202430679999999,8.892706428103875,0.9307443365695793,0.051202202785789366,0.17475749378035227,756,737,757.1723769128685,-19,1.172376912868458,1.172376912868458,0.9573802669227256,48.0,47.0,65.0,57.0,1.0,1.0,66.5,0.5519323671497585,0.0,0.5519323671497585
generic_only__gb_0.90,generic_only,Generic ballot only,0.9,0.0,0.0,1,,1545,4.08174919896156,6.915364846685056,5.553008503000001,9.008805474553528,0.9449838187702265,0.048193630187941004,0.1708845885918719,756,781,810.8652464730251,25,54.86524647302508,54.86524647302508,4.08174919896156,55.0,53.0,11.0,27.0,53.0,51.0,9.0,0.5603864734299516,0.0,0.5603864734299516
generic_plus_approval_plus_midterm__gb_0.00,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.0,0.5,0.5,3,,1545,1.2612637621955087,6.50932014087341,4.812300726499998,8.743018005066407,0.9307443365695793,0.05104826324557518,0.1743867705416724,756,743,763.1511538748193,-13,7.151153874819329,7.151153874819329,1.2612637621955087,25.0,30.0,63.0,55.0,3.0,5.0,66.5,0.46497584541062803,0.1,0.5649758454106281
generic_plus_approval__gb_0.05,generic_plus_approval,Generic ballot + approval,0.05,0.5,0.0,2,,1545,1.4371051861437294,6.590761636535158,4.923914513499998,8.816178323590893,0.9307443365695793,0.05113010781549276,0.17479714300432697,756,743,765.9298217413659,-13,9.929821741365913,9.929821741365913,1.4371051861437294,35.0,39.0,64.0,59.0,7.0,7.0,66.5,0.5277777777777778,0.05,0.5777777777777778
generic_only__gb_0.95,generic_only,Generic ballot only,0.95,0.0,0.0,1,,1545,4.255325250741496,6.998601354927127,5.575929480000003,9.083944262309693,0.946925566343042,0.04848930563651293,0.1717452964581022,756,788,814.0270997419552,32,58.027099741955226,58.027099741955226,4.255325250741496,58.0,56.0,16.0,37.0,56.0,54.0,2.0,0.5845410628019324,0.0,0.5845410628019324
generic_plus_approval__gb_0.65,generic_plus_approval,Generic ballot + approval,0.65,0.5,0.0,2,,1545,3.5200178075029522,6.614634034557644,5.0648437433500035,8.826704929944338,0.941747572815534,0.0486484795834804,0.1712072257467021,756,778,801.5493904803977,22,45.54939048039773,45.54939048039773,3.5200178075029522,38.0,41.0,24.0,31.0,43.0,43.0,32.5,0.5350241545893719,0.05,0.585024154589372
generic_plus_approval__gb_0.70,generic_plus_approval,Generic ballot + approval,0.7,0.5,0.0,2,,1545,3.693593859282888,6.673177854161851,5.199868053349999,8.8756609238954,0.943042071197411,0.04874920586835107,0.1716360789157342,756,780,804.6415858713465,24,48.64158587134648,48.64158587134648,3.693593859282888,43.0,45.0,27.0,35.0,46.0,46.0,21.0,0.5507246376811594,0.05,0.6007246376811595
generic_plus_approval__gb_0.00,generic_plus_approval,Generic ballot + approval,0.0,0.5,0.0,2,,1545,1.2635291343637935,6.643217647342019,4.982208326650003,8.863446500535538,0.9275080906148867,0.05161571192918095,0.17580405061399293,756,738,763.0839442000449,-18,7.083944200044925,7.083944200044925,1.2635291343637935,40.0,44.0,68.0,62.0,4.0,4.0,69.0,0.5531400966183575,0.05,0.6031400966183575
generic_plus_approval_plus_midterm__gb_0.65,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.65,0.5,0.5,3,,1545,3.5177524353346667,6.57263956853758,5.014346236500003,8.786314484438877,0.941747572815534,0.048581524347517495,0.17100379757653816,756,776,801.8092071755008,20,45.809207175500774,45.809207175500774,3.5177524353346667,34.0,37.0,19.0,29.0,42.0,44.0,32.5,0.5036231884057971,0.1,0.6036231884057971
generic_plus_approval_plus_midterm__gb_0.70,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.7,0.5,0.5,3,,1545,3.691328487114603,6.638811278061915,5.079167406500002,8.841625290403185,0.9436893203883495,0.04872527905697928,0.17152969757485192,756,779,804.9154409985829,23,48.91544099858288,48.91544099858288,3.691328487114603,39.0,43.0,25.0,34.0,45.0,47.0,16.0,0.5193236714975846,0.1,0.6193236714975846
generic_only__gb_1.00,generic_only,Generic ballot only,1.0,0.0,0.0,1,,1545,4.428901302521431,7.087119068390039,5.70724839,9.16561282063456,0.946925566343042,0.04883833037314861,0.1727236115935033,756,794,817.2065001633777,38,61.206500163377655,61.206500163377655,4.428901302521431,61.0,59.0,29.0,45.0,59.0,58.0,2.0,0.6473429951690821,0.0,0.6473429951690821
generic_plus_approval__gb_0.75,generic_plus_approval,Generic ballot + approval,0.75,0.5,0.0,2,,1545,3.8671699110628226,6.738641806191172,5.2957450035,8.931681895715476,0.9423948220064725,0.048901081044056535,0.17218004665347206,756,783,807.7524315467277,27,51.752431546727735,51.752431546727735,3.8671699110628226,47.0,49.0,31.0,41.0,49.0,49.0,27.0,0.6086956521739131,0.05,0.6586956521739131
generic_plus_approval_plus_midterm__gb_0.75,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.75,0.5,0.5,3,,1545,3.8649045388945376,6.711468592143922,5.2312411705,8.90394862221036,0.944336569579288,0.04892063713140251,0.17217120954430878,756,784,808.0400447218635,28,52.040044721863524,52.040044721863524,3.8649045388945376,46.0,48.0,33.0,40.0,48.0,50.0,12.0,0.572463768115942,0.1,0.672463768115942
generic_plus_approval__gb_0.80,generic_plus_approval,Generic ballot + approval,0.8,0.5,0.0,2,,1545,4.040745962842758,6.813245168215443,5.3259381385,8.994635838718947,0.9423948220064725,0.0491047503082248,0.1728397783773232,756,785,810.88168160179,29,54.88168160178998,54.88168160178998,4.040745962842758,51.0,52.0,36.0,46.0,52.0,52.0,27.0,0.6521739130434783,0.05,0.7021739130434783
generic_only__gb_1.05,generic_only,Generic ballot only,1.05,0.0,0.0,1,,1545,4.602477354301366,7.180713622304603,5.817023020000001,9.253638264457926,0.9462783171521035,0.04924109009756545,0.1738201411488543,756,795,820.4030178242051,39,64.40301782420511,64.40301782420511,4.602477354301366,64.0,62.0,39.0,53.0,62.0,61.0,5.0,0.7077294685990339,0.0,0.7077294685990339
generic_plus_approval_plus_midterm__gb_0.80,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.8,0.5,0.5,3,,1545,4.038480590674473,6.791364325868001,5.276354376500006,8.973138363619173,0.944336569579288,0.04916819127179272,0.17292897231451196,756,784,811.1827349515993,28,55.182734951599286,55.182734951599286,4.038480590674473,50.0,51.0,37.0,47.0,51.0,53.0,12.0,0.6135265700483092,0.1,0.7135265700483092
generic_plus_approval__gb_0.85,generic_plus_approval,Generic ballot + approval,0.85,0.5,0.0,2,,1545,4.2143220146226925,6.893355059010006,5.411354376500004,9.064378301390056,0.9436893203883495,0.04936079749429078,0.17361591391358802,756,789,814.0290437969139,33,58.029043796913925,58.029043796913925,4.2143220146226925,54.0,55.0,42.0,51.0,55.0,55.0,16.0,0.6690821256038647,0.05,0.7190821256038648
generic_only__gb_1.10,generic_only,Generic ballot only,1.1,0.0,0.0,1,,1545,4.776053406081302,7.279521376056058,5.951993715,9.34784101360988,0.944336569579288,0.0496978935065717,0.175035476233919,756,798,823.6161746602186,42,67.61617466021858,67.61617466021858,4.776053406081302,67.0,65.0,47.0,60.0,65.0,64.0,12.0,0.7729468599033816,0.0,0.7729468599033816
generic_plus_approval__gb_0.90,generic_plus_approval,Generic ballot + approval,0.9,0.5,0.0,2,,1545,4.387898066402629,6.977777702389296,5.504191933500003,9.140753899153081,0.9423948220064725,0.04966974081044303,0.1745090818471943,756,791,817.1941788333726,35,61.194178833372575,61.194178833372575,4.387898066402629,57.0,58.0,46.0,56.0,58.0,57.0,27.0,0.7318840579710145,0.05,0.7818840579710146
generic_plus_approval_plus_midterm__gb_0.85,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.85,0.5,0.5,3,,1545,4.2120566424544075,6.875003527784763,5.401061423350001,9.049037012465714,0.9423948220064725,0.04946846954887013,0.17380361375442557,756,787,814.3431817268456,31,58.343181726845614,58.343181726845614,4.2120566424544075,53.0,54.0,43.0,52.0,54.0,56.0,27.0,0.6932367149758455,0.1,0.7932367149758455
generic_plus_approval_plus_midterm__gb_0.90,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.9,0.5,0.5,3,,1545,4.385632694234344,6.9637428236579035,5.4877970165,9.13147728179414,0.941747572815534,0.049821931318546585,0.17479574911805235,756,788,817.5210080427144,32,61.52100804271436,61.52100804271436,4.385632694234344,56.0,57.0,50.0,58.0,57.0,59.0,32.5,0.7524154589371981,0.1,0.8524154589371981
generic_plus_approval__gb_0.95,generic_plus_approval,Generic ballot + approval,0.95,0.5,0.0,2,,1545,4.561474118182564,7.067300539349036,5.599530076499999,9.223597857326686,0.9398058252427185,0.05003202874498309,0.1755198978510724,756,795,820.3766998951023,39,64.37669989510232,64.37669989510232,4.561474118182564,60.0,61.0,52.0,61.0,61.0,60.0,43.5,0.8152173913043478,0.05,0.8652173913043478
generic_plus_approval__gb_1.00,generic_plus_approval,Generic ballot + approval,1.0,0.5,0.0,2,,1545,4.735050169962499,7.1610869397983565,5.659234207349999,9.312737554398732,0.9398058252427185,0.05044803618383129,0.17664896300490335,756,799,823.5761724719493,43,67.57617247194935,67.57617247194935,4.735050169962499,63.0,63.0,57.0,64.0,64.0,63.0,43.5,0.8538647342995169,0.05,0.903864734299517
generic_plus_approval_plus_midterm__gb_0.95,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.95,0.5,0.5,3,,1545,4.559208746014279,7.058185804859716,5.5859167435,9.22028370374244,0.9398058252427185,0.050228963342682925,0.17590597937893535,756,793,820.7157896494639,37,64.71578964946389,64.71578964946389,4.559208746014279,59.0,60.0,55.0,63.0,60.0,62.0,43.5,0.820048309178744,0.1,0.920048309178744
generic_plus_approval__gb_1.05,generic_plus_approval,Generic ballot + approval,1.05,0.5,0.0,2,,1545,4.908626221742434,7.261961917723017,5.894008023349997,9.407994037793781,0.9398058252427185,0.050918060786019445,0.17789686211345898,756,803,826.7921144766553,47,70.79211447665534,70.79211447665534,4.908626221742434,65.0,66.0,62.0,66.0,67.0,66.0,43.5,0.8925120772946861,0.05,0.9425120772946861
generic_plus_approval__gb_1.10,generic_plus_approval,Generic ballot + approval,1.1,0.5,0.0,2,,1545,5.082202273522371,7.370070552301334,5.9747116333500045,9.509183487968148,0.940453074433657,0.05144231966228639,0.17926416203511897,756,802,830.023996664328,46,74.02399666432802,74.02399666432802,5.082202273522371,68.0,68.0,67.0,68.0,69.0,68.0,39.0,0.9154589371980676,0.05,0.9654589371980676
