district_id,column,before,after,change
NC-9,candidate_quality_adjustment_dem,27.0,30.0,3.0
NC-9,candidate_quality_adjustment_dem_before_war,24.0,27.0,3.0
NC-9,fundamentals_margin_dem_before_poll_spillover,14.634691666666663,17.63469166666666,2.9999999999999982
NC-9,fundamentals_margin_dem,14.628412628854765,17.62841262885476,2.9999999999999964
NC-9,model_margin_dem,14.628412628854765,17.62841262885476,2.9999999999999964
PA-12,candidate_quality_adjustment_dem,-23.29363636363636,-25.881818181818176,-2.588181818181816
PA-12,candidate_quality_adjustment_dem_before_war,-20.705454545454543,-23.29363636363636,-2.588181818181816
PA-12,fundamentals_margin_dem,1.0221928030303076,-1.5659890151515086,-2.588181818181816
PA-12,fundamentals_margin_dem_before_poll_spillover,1.0221928030303076,-1.5659890151515086,-2.588181818181816
PA-12,model_margin_dem,1.0221928030303076,-1.5659890151515086,-2.588181818181816
PA-10,candidate_quality_adjustment_dem,21.0843,23.427,2.3427000000000007
PA-10,candidate_quality_adjustment_dem_before_war,18.7416,21.0843,2.3427000000000007
PA-10,fundamentals_margin_dem,21.204945705223675,23.547645705223676,2.3427000000000007
PA-10,model_margin_dem,21.204945705223675,23.547645705223676,2.3427000000000007
PA-10,fundamentals_margin_dem_before_poll_spillover,21.2163375,23.5590375,2.342699999999997
OH-9,candidate_quality_adjustment_dem,16.876350000000002,18.751500000000004,1.8751500000000014
OH-9,candidate_quality_adjustment_dem_before_war,15.0012,16.876350000000002,1.8751500000000014
OH-9,fundamentals_margin_dem_before_poll_spillover,15.20876666666667,17.08391666666667,1.8751500000000014
OH-9,fundamentals_margin_dem,15.21703935331031,17.09218935331031,1.8751499999999997
OH-9,model_margin_dem,15.21703935331031,17.09218935331031,1.8751499999999997
OR-4,fundamentals_margin_dem,2.6641294678721503,0.817084013326695,-1.8470454545454553
OR-4,model_margin_dem,2.6641294678721503,0.817084013326695,-1.8470454545454553
OR-4,candidate_quality_adjustment_dem,-16.623409090909096,-18.47045454545455,-1.847045454545455
OR-4,candidate_quality_adjustment_dem_before_war,-14.77636363636364,-16.623409090909096,-1.847045454545455
OR-4,fundamentals_margin_dem_before_poll_spillover,2.659765909090904,0.812720454545449,-1.847045454545455
OK-2,candidate_quality_adjustment_dem,14.604545454545455,16.227272727272727,1.6227272727272712
OK-2,candidate_quality_adjustment_dem_before_war,12.981818181818184,14.604545454545455,1.6227272727272712
OK-2,fundamentals_margin_dem,-36.929625378787875,-35.30689810606061,1.6227272727272677
OK-2,fundamentals_margin_dem_before_poll_spillover,-36.929625378787875,-35.30689810606061,1.6227272727272677
OK-2,model_margin_dem,-36.929625378787875,-35.30689810606061,1.6227272727272677
CA-31,candidate_quality_adjustment_dem,-13.291363636363636,-14.768181818181818,-1.4768181818181816
CA-31,candidate_quality_adjustment_dem_before_war,-11.814545454545454,-13.291363636363636,-1.4768181818181816
CA-31,fundamentals_margin_dem,10.161432196969695,8.684614015151515,-1.4768181818181798
CA-31,fundamentals_margin_dem_before_poll_spillover,10.161432196969695,8.684614015151515,-1.4768181818181798
CA-31,model_margin_dem,10.161432196969695,8.684614015151515,-1.4768181818181798
CA-17,candidate_quality_adjustment_dem_before_war,-11.59826086956522,-13.048043478260873,-1.449782608695653
CA-17,candidate_quality_adjustment_dem,-13.048043478260873,-14.497826086956524,-1.4497826086956511
CA-17,fundamentals_margin_dem,33.54778568840579,32.09800307971014,-1.4497826086956493
CA-17,fundamentals_margin_dem_before_poll_spillover,33.54778568840579,32.09800307971014,-1.4497826086956493
CA-17,model_margin_dem,33.54778568840579,32.09800307971014,-1.4497826086956493
GA-14,candidate_quality_adjustment_dem,12.65625,14.0625,1.40625
GA-14,candidate_quality_adjustment_dem_before_war,11.25,12.65625,1.40625
GA-14,fundamentals_margin_dem,-22.558299999999996,-21.152049999999996,1.40625
GA-14,fundamentals_margin_dem_before_poll_spillover,-22.558299999999996,-21.152049999999996,1.40625
GA-14,model_margin_dem,-22.558299999999996,-21.152049999999996,1.40625
CA-46,fundamentals_margin_dem,36.38963351449275,37.69561177536232,1.3059782608695727
CA-46,fundamentals_margin_dem_before_poll_spillover,36.38963351449275,37.69561177536232,1.3059782608695727
CA-46,model_margin_dem,36.38963351449275,37.69561177536232,1.3059782608695727
CA-46,candidate_quality_adjustment_dem,11.753804347826083,13.059782608695649,1.3059782608695656
CA-46,candidate_quality_adjustment_dem_before_war,10.44782608695652,11.753804347826083,1.3059782608695638
NC-5,fundamentals_margin_dem,-2.6010743901751874,-1.3066493901751868,1.2944250000000006
NC-5,model_margin_dem,-2.6010743901751874,-1.3066493901751868,1.2944250000000006
NC-5,candidate_quality_adjustment_dem,11.649825,12.94425,1.2944250000000004
