cycle,district_id,state,district,actual_dem_margin,model_margin_dem,fundamentals_margin_dem,district_partisan_baseline_dem,general_election_party_structure,party_control_fixed,_actual_dem_win,probability_shared,log_loss_shared,brier_shared,predicted_dem_win_shared,correct_winner_shared,probability_comparison,log_loss_comparison,brier_comparison,predicted_dem_win_comparison,correct_winner_comparison,shared_minus_comparison_log_loss,shared_minus_comparison_brier,shared_probability_extremity,comparison_probability_extremity,shared_more_extreme_by,shared_confidence_bucket,shared_calibration_bucket,shared_confident_wrong,comparison_confident_wrong,shared_catastrophic_miss,actual_margin_abs,actual_close_race
2018,NY-27,NY,27,4.788293025,-22.187,-22.187,-26.6,D_vs_R,,1.0,0.0,34.538776394910684,1.0,False,False,0.0027580587144548,5.89322821105779,0.9944914894589628,False,False,28.645548183852895,0.0055085105410371815,0.5,0.4972419412855452,0.002758058714454781,99%+,0–1%,True,True,True,4.788293025,True
2018,MN-7,MN,7,4.264162069,-25.487,-25.487,-32.9,D_vs_R,,1.0,0.0,34.538776394910684,1.0,False,False,0.0007162627735831,7.2414634561214335,0.9985679874851947,False,False,27.29731293878925,0.001432012514805292,0.5,0.4992837372264169,0.0007162627735831095,99%+,0–1%,True,True,True,4.264162069,True
2018,NY-22,NY,22,2.339060236,-11.848250000000002,-11.848250000000002,-17.6,D_vs_R,,1.0,0.024,3.7297014486341915,0.952576,False,False,0.0691666090405263,2.671237061128858,0.8664508017251125,False,False,1.0584643875053334,0.08612519827488752,0.476,0.4308333909594737,0.04516660904052627,95–99%,1–5%,True,True,True,2.339060236,True
2018,OK-5,OK,5,1.396886508,-10.438432926829268,-10.438432926829268,-15.5,D_vs_R,,1.0,0.0425,3.158251203051766,0.91680625,False,False,0.0958305263177444,2.3451739984392694,0.8175224371388472,False,False,0.8130772046124966,0.09928381286115284,0.4575,0.4041694736822556,0.05333052631774443,95–99%,1–5%,True,True,True,1.396886508,True
2018,NY-1,NY,1,0.9816591558,-9.599613636363635,-9.599613636363635,-14.4,D_vs_R,,1.0,0.06,2.8134107167600364,0.8835999999999999,False,False,0.1149225153328724,2.163497157424604,0.7833621538646895,False,False,0.6499135593354324,0.1002378461353104,0.44,0.3850774846671276,0.0549225153328724,90–95%,5–10%,True,False,False,0.9816591558,True
2018,SC-1,SC,1,1.385366329,-9.287,-9.287,-15.2,D_vs_R,,1.0,0.072,2.631089159966082,0.8611840000000001,False,False,0.122687778802433,2.098112534488066,0.7696767334626088,False,False,0.5329766254780162,0.09150726653739127,0.428,0.377312221197567,0.05068777880243297,90–95%,5–10%,True,False,False,1.385366329,True
2018,ME-2,ME,2,1.032444708,-7.987,-7.987,-12.4,D_vs_R,,1.0,0.098,2.322787800311565,0.813604,False,False,0.1588862110129323,1.8395669869711915,0.7074724060241814,False,False,0.4832208133403735,0.10613159397581862,0.402,0.3411137889870677,0.060886211012932345,90–95%,5–10%,True,False,False,1.032444708,True
2018,NY-11,NY,11,8.539180842,-7.820567073170732,-7.820567073170732,-11.9,D_vs_R,,1.0,0.104,2.2633643798407643,0.8028160000000001,False,False,0.1639808166342638,1.8080058297419603,0.6989280749555125,False,False,0.455358550098804,0.10388792504448763,0.396,0.3360191833657362,0.0599808166342638,80–90%,10–20%,False,False,False,8.539180842,False
2018,UT-4,UT,4,0.2577329159,-7.14325,-7.14325,-8.8,D_vs_R,,1.0,0.131,2.0325579557809856,0.755161,False,False,0.1857930392788793,1.6831219168193552,0.6629329748867245,False,False,0.34943603896163045,0.09222802511327544,0.369,0.3142069607211207,0.054793039278879296,80–90%,10–20%,False,False,False,0.2577329159,True
2018,NM-2,NM,2,1.867948769,-6.386999999999999,-6.386999999999999,-12.3,D_vs_R,,1.0,0.158,1.8451602459551701,0.7089639999999999,False,False,0.2121708480647646,1.5503634417648289,0.6206747726389922,False,False,0.29479680419034127,0.08828922736100775,0.34199999999999997,0.2878291519352354,0.054170848064764576,80–90%,10–20%,False,False,False,1.867948769,True
2018,TX-23,TX,23,-0.4408075442,5.713,5.713,1.2999999999999998,D_vs_R,,0.0,0.818,1.7037485919053414,0.6691239999999999,True,False,0.7625734035156441,1.4378967707129147,0.5815181957494333,True,False,0.2658518211924268,0.08760580425056663,0.31799999999999995,0.26257340351564407,0.05542659648435588,80–90%,80–90%,False,False,False,0.4408075442,True
2018,PA-8,PA,8,9.284108218,-3.525749999999999,-3.525749999999999,-11.7,D_vs_R,,1.0,0.275,1.2909841813155656,0.525625,False,False,0.3296010902265424,1.1098721732261307,0.4494346982254406,False,False,0.18111200808943484,0.07619030177455943,0.22499999999999998,0.17039890977345762,0.05460109022654236,65–80%,20–35%,False,False,False,9.284108218,False
2018,MI-8,MI,8,3.834387707,-4.3870000000000005,-4.3870000000000005,-8.8,D_vs_R,,1.0,0.245,1.40649706843741,0.570025,False,False,0.291590729840715,1.2324040700226697,0.5018436940476109,False,False,0.17409299841474035,0.06818130595238914,0.255,0.208409270159285,0.046590729840714995,65–80%,20–35%,False,False,False,3.834387707,True
2018,NY-19,NY,19,8.083031814,-3.421090909090909,-3.421090909090909,-8.9,D_vs_R,,1.0,0.2825,1.2640767283956416,0.51480625,False,False,0.3343533130722681,1.0955570215368717,0.4430855118178659,False,False,0.16851970685876982,0.07172073818213415,0.21750000000000003,0.16564668692773188,0.05185331307226815,65–80%,20–35%,False,False,False,8.083031814,False
2018,VA-7,VA,7,1.939377307,-4.186999999999999,-4.186999999999999,-8.6,D_vs_R,,1.0,0.2565,1.3606266143713128,0.5527922500000001,False,False,0.3002343067170618,1.203192086775003,0.48967202549575106,False,False,0.15743452759630983,0.06312022450424903,0.2435,0.1997656932829382,0.0437343067170618,65–80%,20–35%,False,False,False,1.939377307,True
2018,NJ-3,NJ,3,1.294663951,-3.5195000000000007,-3.5195000000000007,-8.3,D_vs_R,,1.0,0.2935,1.225877639713986,0.49914225,False,False,0.3298841204551878,1.1090138363250515,0.4490552920181173,False,False,0.11686380338893443,0.05008695798188273,0.20650000000000002,0.17011587954481222,0.036384120455187796,65–80%,20–35%,False,False,False,1.294663951,True
2018,VA-2,VA,2,2.235918069,-1.0869999999999995,-1.0869999999999995,-5.5,D_vs_R,,1.0,0.4195,0.8686917530748762,0.33698025000000004,False,False,0.4459239545286138,0.80760684704102,0.30700026416520965,False,False,0.06108490603385619,0.02997998583479039,0.08050000000000002,0.054076045471386225,0.02642395452861379,50–65%,35–50%,False,False,False,2.235918069,True
2018,PA-1,PA,1,-2.519117763,1.4651428571428582,1.4651428571428582,-0.1,D_vs_R,,0.0,0.596,0.9063404010209869,0.355216,True,False,0.5727053214605548,0.8502813900969388,0.3279913852292374,True,False,0.05605901092404808,0.0272246147707626,0.09599999999999997,0.07270532146055475,0.023294678539445224,50–65%,50–65%,False,False,False,2.519117763,True
2018,FL-25,FL,25,-20.90676314,0.5129999999999999,0.5129999999999999,-3.9,D_vs_R,,0.0,0.549,0.7962879394794588,0.30140100000000003,True,False,0.5255818096686118,0.7456660881648666,0.2762362386545329,True,False,0.05062185131459218,0.025164761345467135,0.049000000000000044,0.025581809668611788,0.023418190331388256,50–65%,50–65%,False,False,False,20.90676314,False
2018,NE-2,NE,2,-1.990059762,0.1129999999999995,0.1129999999999995,-4.300000000000001,D_vs_R,,0.0,0.5255,0.7454936609321544,0.27615025,True,False,0.505638659076446,0.7044885698208107,0.2556704535526264,True,False,0.04100509111134376,0.020479796447373577,0.025499999999999967,0.0056386590764460065,0.01986134092355396,50–65%,50–65%,False,False,False,1.990059762,True
2018,IL-14,IL,14,5.003718048,-1.0193913043478258,-1.0193913043478258,-6.0,D_vs_R,,1.0,0.434,0.8347107448817322,0.3203560000000001,False,False,0.4492685575288089,0.8001344463723715,0.3033051217263989,False,False,0.034576298509360726,0.01705087827360119,0.066,0.0507314424711911,0.015268557528808901,50–65%,35–50%,False,False,False,5.003718048,False
