cycle,district_id,state,district,actual_dem_margin,model_margin_dem,fundamentals_margin_dem,district_partisan_baseline_dem,general_election_party_structure,party_control_fixed,_actual_dem_win,probability_shared,log_loss_shared,brier_shared,predicted_dem_win_shared,correct_winner_shared,probability_comparison,log_loss_comparison,brier_comparison,predicted_dem_win_comparison,correct_winner_comparison,shared_minus_comparison_log_loss,shared_minus_comparison_brier,shared_probability_extremity,comparison_probability_extremity,shared_more_extreme_by,shared_confidence_bucket,shared_calibration_bucket,shared_confident_wrong,comparison_confident_wrong,shared_catastrophic_miss,actual_margin_abs,actual_close_race
2016,AK-AL,AK,AL,-14.29892472,-19.034,-19.034,-18.02,D_vs_R,,0.0,0.003,0.0030045090202987243,9e-06,False,True,0.0086363951447132,0.008673904927616325,7.458732109562572e-05,False,True,-0.005669395907317601,-6.558732109562572e-05,0.497,0.4913636048552868,0.005636395144713202,99%+,0–1%,False,False,False,14.29892472,False
2016,AL-2,AL,2,-8.24234229,-31.434,-31.434,-30.42,D_vs_R,,0.0,0.0,9.992007221626415e-16,0.0,False,True,4.214019166227147e-05,4.214107958508704e-05,1.7757957533329738e-09,False,True,-4.2141079584087837e-05,-1.7757957533329738e-09,0.5,0.49995785980833773,4.214019166226546e-05,99%+,0–1%,False,False,False,8.24234229,False
2016,AL-3,AL,3,-33.99987461,-30.287875,-30.287875,-29.42,D_vs_R,,0.0,0.0,9.992007221626415e-16,0.0,False,True,7.577101465593166e-05,7.577388542429131e-05,5.741246661989411e-09,False,True,-7.577388542329211e-05,-5.741246661989411e-09,0.5,0.49992422898534405,7.577101465594538e-05,99%+,0–1%,False,False,False,33.99987461,False
2016,AL-5,AL,5,-33.54014906,-34.90525,-34.90525,-32.92,D_vs_R,,0.0,0.0,9.992007221626415e-16,0.0,False,True,6.324560326327931e-06,6.324580326458865e-06,4.0000063321361266e-11,False,True,-6.3245803254596645e-06,-4.0000063321361266e-11,0.5,0.49999367543967366,6.324560326342876e-06,99%+,0–1%,False,False,False,33.54014906,False
2016,AL-6,AL,6,-49.07411344,-55.50525,-55.50525,-53.52,D_vs_R,,0.0,0.0,9.992007221626415e-16,0.0,False,True,1.9217569467927735e-12,1.9217960556279926e-12,3.693149762546283e-24,False,True,-1.92079685490583e-12,-3.693149762546283e-24,0.5,0.49999999999807826,1.9217405444749147e-12,99%+,0–1%,False,False,False,49.07411344,False
2016,AR-2,AR,2,-21.53148804,-16.462575,-16.462575,-15.72,D_vs_R,,0.0,0.0035,0.00350613932928759,1.2250000000000001e-05,False,True,0.0197373087982737,0.019934690990444724,0.0003895613585984124,False,True,-0.016428551661157136,-0.0003773113585984124,0.4965,0.4802626912017263,0.016237308798273675,99%+,0–1%,False,False,False,21.53148804,False
2016,AZ-1,AZ,1,7.293648249,-4.884,-4.884,-6.42,D_vs_R,,1.0,0.2315,1.4631754054558483,0.5905922499999999,False,False,0.2706294845048214,1.3070046094441703,0.5319813488737026,False,False,0.15617079601167805,0.0586109011262973,0.26849999999999996,0.22937051549517862,0.039129484504821344,65–80%,20–35%,False,False,False,7.293648249,False
2016,AZ-2,AZ,2,-13.91698529,-2.434,-2.434,-5.42,D_vs_R,,0.0,0.35,0.4307829160924542,0.12249999999999998,False,True,0.3803908354380674,0.47866637945466506,0.14469718768527087,False,True,-0.04788346336221083,-0.02219718768527089,0.15000000000000002,0.1196091645619326,0.03039083543806742,65–80%,35–50%,False,False,False,13.91698529,False
2016,AZ-4,AZ,4,-42.9067044,-40.92799456521739,-40.92799456521739,-40.120000000000005,D_vs_R,,0.0,0.0,9.992007221626415e-16,0.0,False,True,1.5322407312474076e-07,1.532240848349571e-07,2.3477616584935904e-14,False,True,-1.5322408383575638e-07,-2.3477616584935904e-14,0.5,0.49999984677592685,1.5322407315165876e-07,99%+,0–1%,False,False,False,42.9067044,False
2016,AZ-5,AZ,5,-28.19032625,-32.634,-32.634,-33.12,D_vs_R,,0.0,0.0,9.992007221626415e-16,0.0,False,True,2.23257136430217e-05,2.232596286547749e-05,4.984374896702052e-10,False,True,-2.232596286447829e-05,-4.984374896702052e-10,0.5,0.499977674286357,2.232571364302327e-05,99%+,0–1%,False,False,False,28.19032625,False
