forecast_cycle,race_id,state,district,observation_count,transition_count_available,first_cycle_from,last_cycle_to,transitions_used,historical_raw_elasticity,historical_elasticity_shrink_target,historical_elasticity_shrinkage_strength,historical_shrunk_elasticity_unbounded,raw_deviation_from_target,shrinkage_adjustment,district_swing_mean,district_swing_sd,residual_mean,residual_rmse,residual_sd,national_swing_sum_squares,historical_elasticity_estimate_available,historical_elasticity_low_information,estimation_method,district_elasticity_before_bounds,district_elasticity,historical_elasticity_used_neutral_fallback,historical_elasticity_clipped_to_floor,historical_elasticity_clipped_to_ceiling,training_end_cycle,elasticity_floor,elasticity_ceiling,neutral_elasticity_fallback,historical_elasticity_method
2016,AK-AL,AK,AL,1.0,1.0,2012.0,2014.0,2012_to_2014,-3.7125940518314584,0.9474665254942527,0.5,-1.382563763168603,-4.660060577325711,2.330030288662855,27.289725807747615,,-3.552713678800501e-15,3.552713678800501e-15,,54.031050975264655,True,True,district OLS through origin; district_swing_dem ~ elasticity * national_swing_dem,-1.382563763168603,0.55,False,True,False,2014,0.55,1.25,1.0,expanding-window district OLS through origin; 50% shrinkage toward information-weighted target; production bounds applied after estimation
2016,AL-1,AL,1,,,,,,,,,,,,,,,,,,False,,,1.0,1.0,True,False,False,2014,0.55,1.25,1.0,expanding-window district OLS through origin; 50% shrinkage toward information-weighted target; production bounds applied after estimation
2016,AL-2,AL,2,1.0,1.0,2012.0,2014.0,2012_to_2014,1.0192467484558374,0.9474665254942527,0.5,0.983356636975045,0.0717802229615847,-0.03589011148079235,-7.492056472502487,,0.0,0.0,,54.031050975264655,True,True,district OLS through origin; district_swing_dem ~ elasticity * national_swing_dem,0.983356636975045,0.983356636975045,False,False,False,2014,0.55,1.25,1.0,expanding-window district OLS through origin; 50% shrinkage toward information-weighted target; production bounds applied after estimation
2016,AL-3,AL,3,1.0,1.0,2012.0,2014.0,2012_to_2014,0.5754328191033576,0.9474665254942527,0.5,0.7614496722988051,-0.37203370639089506,0.18601685319544747,-4.229765935859113,,0.0,0.0,,54.031050975264655,True,True,district OLS through origin; district_swing_dem ~ elasticity * national_swing_dem,0.7614496722988051,0.7614496722988051,False,False,False,2014,0.55,1.25,1.0,expanding-window district OLS through origin; 50% shrinkage toward information-weighted target; production bounds applied after estimation
2016,AL-4,AL,4,,,,,,,,,,,,,,,,,,False,,,1.0,1.0,True,False,False,2014,0.55,1.25,1.0,expanding-window district OLS through origin; 50% shrinkage toward information-weighted target; production bounds applied after estimation
2016,AL-5,AL,5,,,,,,,,,,,,,,,,,,False,,,1.0,1.0,True,False,False,2014,0.55,1.25,1.0,expanding-window district OLS through origin; 50% shrinkage toward information-weighted target; production bounds applied after estimation
2016,AL-6,AL,6,1.0,1.0,2012.0,2014.0,2012_to_2014,1.3534925583789896,0.9474665254942527,0.5,1.1504795419366212,0.40602603288473693,-0.20301301644236847,-9.94895759819697,,0.0,0.0,,54.031050975264655,True,True,district OLS through origin; district_swing_dem ~ elasticity * national_swing_dem,1.1504795419366212,1.1504795419366212,False,False,False,2014,0.55,1.25,1.0,expanding-window district OLS through origin; 50% shrinkage toward information-weighted target; production bounds applied after estimation
2016,AL-7,AL,7,,,,,,,,,,,,,,,,,,False,,,1.0,1.0,True,False,False,2014,0.55,1.25,1.0,expanding-window district OLS through origin; 50% shrinkage toward information-weighted target; production bounds applied after estimation
2016,AR-1,AR,1,1.0,1.0,2012.0,2014.0,2012_to_2014,1.952449253445829,0.9474665254942527,0.5,1.449957889470041,1.0049827279515764,-0.5024913639757882,-14.351637705661297,,1.7763568394002505e-15,1.7763568394002505e-15,,54.031050975264655,True,True,district OLS through origin; district_swing_dem ~ elasticity * national_swing_dem,1.449957889470041,1.25,False,False,True,2014,0.55,1.25,1.0,expanding-window district OLS through origin; 50% shrinkage toward information-weighted target; production bounds applied after estimation
2016,AR-2,AR,2,1.0,1.0,2012.0,2014.0,2012_to_2014,-1.080481230093054,0.9474665254942527,0.5,-0.06650735229940063,-2.0279477555873067,1.0139738777936533,7.942165531163193,,-8.881784197001252e-16,8.881784197001252e-16,,54.031050975264655,True,True,district OLS through origin; district_swing_dem ~ elasticity * national_swing_dem,-0.06650735229940063,0.55,False,True,False,2014,0.55,1.25,1.0,expanding-window district OLS through origin; 50% shrinkage toward information-weighted target; production bounds applied after estimation
