race_id,party_code,mit_candidate_name,fec_candidate_name,fec_candidate_id,incumbent_challenger_status,match_method,match_score,second_best_score,candidate_count_considered,match_reason
AL-1,D,JAMES AVERHART,"AVERHART, JAMES",H0AL01097,O,high_confidence_automatic,100.0,2.0,3,last_exact+first_match+token_overlap+scope_same_race
AL-2,D,PHYLLIS HARVEY-HALL,"HARVEY-HALL, PHYLLIS",H0AL02202,O,high_confidence_automatic,100.0,2.0,2,last_exact+first_match+token_overlap+scope_same_race
AL-3,D,ADIA WINFREY,"WINFREY, ADIA",H8AL03062,C,high_confidence_automatic,100.0,0.0,2,last_exact+first_match+token_overlap+scope_same_race
AL-5,R,MO BROOKS,"BROOKS, MO",H0AL05163,I,high_confidence_automatic,100.0,2.0,2,last_exact+first_match+token_overlap+scope_same_race
AL-7,D,TERRI A SEWELL,"SEWELL, TERRI A.",H0AL07086,I,high_confidence_automatic,100.0,0.0,2,last_exact+first_match+token_overlap+scope_same_race
AZ-1,R,TIFFANY SHEDD,"SHEDD, TIFFANY",H8AZ01237,C,high_confidence_automatic,100.0,2.0,6,last_exact+first_match+token_overlap+scope_same_race
AZ-1,D,TOM O'HALLERAN,"O'HALLERAN, TOM",H6AZ01199,I,high_confidence_automatic,100.0,2.0,5,last_exact+first_match+token_overlap+scope_same_race
AZ-2,D,ANN KIRKPATRICK,"KIRKPATRICK, ANN",H8AZ01104,I,high_confidence_automatic,100.0,2.0,4,last_exact+first_match+token_overlap+scope_same_race
AZ-3,R,DANIEL WOOD,"WOOD, DANIEL",H0AZ03461,C,high_confidence_automatic,100.0,0.0,3,last_exact+first_match+token_overlap+scope_same_race
AZ-3,D,RAUL M GRIJALVA,"GRIJALVA, RAUL M",H2AZ07070,I,high_confidence_automatic,100.0,,1,last_exact+first_match+token_overlap+scope_same_race
AZ-4,D,DELINA DISANTO,"DISANTO, DELINA",H8AZ04165,C,high_confidence_automatic,100.0,2.0,3,last_exact+first_match+token_overlap+scope_same_race
AZ-5,R,ANDY BIGGS,"BIGGS, ANDY MR.",H6AZ05083,I,high_confidence_automatic,100.0,0.0,3,last_exact+first_match+token_overlap+scope_same_race
AZ-5,D,JOAN GREENE,"GREENE, JOAN",H8AZ05154,C,high_confidence_automatic,100.0,2.0,4,last_exact+first_match+token_overlap+scope_same_race
AZ-7,D,RUBEN GALLEGO,"GALLEGO, RUBEN",H4AZ07043,I,high_confidence_automatic,100.0,0.0,2,last_exact+first_match+token_overlap+scope_same_race
AZ-8,R,DEBBIE LESKO,"LESKO, DEBBIE",H8AZ08158,I,high_confidence_automatic,100.0,2.0,2,last_exact+first_match+token_overlap+scope_same_race
AZ-9,D,GREG STANTON,"STANTON, GREG",H8AZ09040,I,high_confidence_automatic,100.0,2.0,2,last_exact+first_match+token_overlap+scope_same_race
AR-3,R,STEVE WOMACK,"WOMACK, STEVE",H0AR03055,I,high_confidence_automatic,100.0,,1,last_exact+first_match+token_overlap+scope_same_race
AR-4,R,BRUCE WESTERMAN,"WESTERMAN, BRUCE",H4AR04048,I,high_confidence_automatic,100.0,,1,last_exact+first_match+token_overlap+scope_same_race
CA-1,R,DOUG LAMALFA,"LAMALFA, DOUG",H2CA02142,I,high_confidence_automatic,100.0,0.0,2,last_exact+first_match+token_overlap+scope_same_race
CA-2,D,JARED HUFFMAN,"HUFFMAN, JARED",H2CA06259,I,high_confidence_automatic,100.0,2.0,3,last_exact+first_match+token_overlap+scope_same_race
CA-3,D,JOHN GARAMENDI,"GARAMENDI, JOHN",H0CA10149,I,high_confidence_automatic,100.0,,1,last_exact+first_match+token_overlap+scope_same_race
CA-3,R,TAMIKA HAMILTON,"HAMILTON, TAMIKA",H0CA03128,C,high_confidence_automatic,100.0,2.0,3,last_exact+first_match+token_overlap+scope_same_race
CA-5,D,MIKE THOMPSON,"THOMPSON, MIKE MR.",H8CA01109,I,high_confidence_automatic,100.0,0.0,2,last_exact+first_match+token_overlap+scope_same_race
CA-5,R,SCOTT GIBLIN,"GIBLIN, SCOTT",H0CA05107,C,high_confidence_automatic,100.0,,1,last_exact+first_match+token_overlap+scope_same_race
CA-8,D,CHRISTINE BUBSER,"BUBSER, CHRISTINE",H0CA08101,O,high_confidence_automatic,100.0,2.0,5,last_exact+first_match+token_overlap+scope_same_race
CA-8,R,JAY OBERNOLTE,"OBERNOLTE, JAY",H0CA08135,O,high_confidence_automatic,100.0,2.0,8,last_exact+first_match+token_overlap+scope_same_race
CA-10,D,JOSH HARDER,"HARDER, JOSH",H8CA10126,I,high_confidence_automatic,100.0,2.0,3,last_exact+first_match+token_overlap+scope_same_race
CA-11,D,MARK DESAULNIER,"DESAULNIER, MARK",H0CA10073,I,high_confidence_automatic,100.0,,1,last_exact+first_match+token_overlap+scope_same_race
CA-11,R,NISHA SHARMA,"SHARMA, NISHA",H0CA15262,O,high_confidence_automatic,100.0,,1,last_exact+first_match+token_overlap+scope_same_race
CA-12,D,NANCY PELOSI,"PELOSI, NANCY",H8CA05035,I,high_confidence_automatic,100.0,2.0,4,last_exact+first_match+token_overlap+scope_same_race
CA-12,D,SHAHID BUTTAR,"BUTTAR, SHAHID",H8CA12262,C,high_confidence_automatic,100.0,2.0,4,last_exact+first_match+token_overlap+scope_same_race
CA-13,D,BARBARA LEE,"LEE, BARBARA",H8CA09060,I,high_confidence_automatic,100.0,,1,last_exact+first_match+token_overlap+scope_same_race
CA-14,D,JACKIE SPEIER,"SPEIER, JACKIE",H8CA12171,I,high_confidence_automatic,100.0,2.0,2,last_exact+first_match+token_overlap+scope_same_race
CA-14,R,RAN S PETEL,"PETEL, RAN S",H0CA14125,C,high_confidence_automatic,100.0,,1,last_exact+first_match+token_overlap+scope_same_race
CA-15,R,ALISON HAYDEN,"HAYDEN, ALISON",H0CA15247,O,high_confidence_automatic,100.0,0.0,2,last_exact+first_match+token_overlap+scope_same_race
CA-16,D,JIM COSTA,"COSTA, JIM MR.",H4CA20082,I,high_confidence_automatic,100.0,2.0,3,last_exact+first_match+token_overlap+scope_same_race
CA-16,R,KEVIN COOKINGHAM,"COOKINGHAM, KEVIN",H0CA16120,C,high_confidence_automatic,100.0,,1,last_exact+first_match+token_overlap+scope_same_race
CA-17,R,RITESH TANDON,"TANDON, RITESH",H0CA17193,C,high_confidence_automatic,100.0,,1,last_exact+first_match+token_overlap+scope_same_race
CA-18,D,ANNA G ESHOO,"ESHOO, ANNA G",H8CA12098,I,high_confidence_automatic,100.0,2.0,2,last_exact+first_match+token_overlap+scope_same_race
CA-18,D,RISHI KUMAR,"KUMAR, RISHI",H0CA18068,C,high_confidence_automatic,100.0,2.0,2,last_exact+first_match+token_overlap+scope_same_race
CA-19,D,ZOE LOFGREN,"LOFGREN, ZOE",H4CA16049,I,high_confidence_automatic,100.0,0.0,4,last_exact+first_match+token_overlap+scope_same_race
CA-20,R,JEFF GORMAN,"GORMAN, JEFF",H0CA20122,C,high_confidence_automatic,100.0,,1,last_exact+first_match+token_overlap+scope_same_race
CA-20,D,JIMMY PANETTA,"PANETTA, JIMMY",H6CA20152,I,high_confidence_automatic,100.0,2.0,2,last_exact+first_match+token_overlap+scope_same_race
CA-22,D,PHIL ARBALLO,"ARBALLO, PHIL",H0CA22102,C,high_confidence_automatic,100.0,2.0,3,last_exact+first_match+token_overlap+scope_same_race
CA-23,R,KEVIN MCCARTHY,"MCCARTHY, KEVIN",H6CA22125,I,high_confidence_automatic,100.0,,1,last_exact+first_match+token_overlap+scope_same_race
CA-23,D,KIM MANGONE,"MANGONE, KIM",H0CA23167,C,high_confidence_automatic,100.0,,1,last_exact+first_match+token_overlap+scope_same_race
CA-24,D,SALUD O CARBAJAL,"CARBAJAL, SALUD O.",H6CA24303,I,high_confidence_automatic,100.0,0.0,2,last_exact+first_match+token_overlap+scope_same_race
CA-25,D,CHRISTY SMITH,"SMITH, CHRISTY",H0CA25154,C,high_confidence_automatic,100.0,70.75,8,last_exact+first_match+token_overlap+scope_same_race
CA-26,D,JULIA BROWNLEY,"BROWNLEY, JULIA",H2CA00120,I,high_confidence_automatic,100.0,2.0,3,last_exact+first_match+token_overlap+scope_same_race
CA-27,D,JUDY CHU,"CHU, JUDY",H0CA32101,I,high_confidence_automatic,100.0,,1,last_exact+first_match+token_overlap+scope_same_race
CA-28,R,ERIC EARLY,"EARLY, ERIC",H0CA28182,C,high_confidence_automatic,100.0,2.0,3,last_exact+first_match+token_overlap+scope_same_race
CA-29,D,ANGELICA MARIA DUENAS,"DUENAS, ANGELICA MARIA",H8CA29100,C,high_confidence_automatic,100.0,2.0,4,last_exact+first_match+token_overlap+scope_same_race
CA-29,D,TONY CARDENAS,"CARDENAS, TONY",H2CA28113,I,high_confidence_automatic,100.0,2.0,4,last_exact+first_match+token_overlap+scope_same_race
CA-30,D,BRAD SHERMAN,"SHERMAN, BRAD",H6CA24113,I,high_confidence_automatic,100.0,2.0,5,last_exact+first_match+token_overlap+scope_same_race
CA-31,R,AGNES GIBBONEY,"GIBBONEY, AGNES",H0CA31129,C,high_confidence_automatic,100.0,,1,last_exact+first_match+token_overlap+scope_same_race
CA-31,D,PETE AGUILAR,"AGUILAR, PETE",H2CA31125,I,high_confidence_automatic,100.0,,1,last_exact+first_match+token_overlap+scope_same_race
CA-33,R,JAMES P BRADLEY,"BRADLEY, JAMES P.",H0CA48156,C,high_confidence_automatic,100.0,2.0,3,last_exact+first_match+token_overlap+scope_same_race
CA-33,D,TED LIEU,"LIEU, TED",H4CA33119,I,high_confidence_automatic,100.0,0.0,3,last_exact+first_match+token_overlap+scope_same_race
CA-34,D,DAVID KIM,"KIM, DAVID",H0CA34131,C,high_confidence_automatic,100.0,2.0,5,last_exact+first_match+token_overlap+scope_same_race
CA-34,D,JIMMY GOMEZ,"GOMEZ, JIMMY",H8CA34266,I,high_confidence_automatic,100.0,2.0,5,last_exact+first_match+token_overlap+scope_same_race
CA-35,R,MIKE CARGILE,"CARGILE, MIKE",H0CA35146,C,high_confidence_automatic,100.0,,1,last_exact+first_match+token_overlap+scope_same_race
CA-36,R,ERIN CRUZ,"CRUZ, ERIN",H0CA36193,C,high_confidence_automatic,100.0,2.0,5,last_exact+first_match+token_overlap+scope_same_race
CA-36,D,RAUL RUIZ,"RUIZ, RAUL DR.",H2CA36439,I,high_confidence_automatic,100.0,,1,last_exact+first_match+token_overlap+scope_same_race
CA-37,R,ERROL WEBBER,"WEBBER, ERROL MR.",H0CA37167,C,high_confidence_automatic,100.0,,1,last_exact+first_match+token_overlap+scope_same_race
CA-37,D,KAREN BASS,"BASS, KAREN",H0CA33117,I,high_confidence_automatic,100.0,,1,last_exact+first_match+token_overlap+scope_same_race
CA-38,D,MICHAEL TOLAR,"TOLAR, MICHAEL",H0CA38157,C,high_confidence_automatic,100.0,2.0,3,last_exact+first_match+token_overlap+scope_same_race
CA-39,R,YOUNG KIM,"KIM, YOUNG",H8CA39240,C,high_confidence_automatic,100.0,,1,last_exact+first_match+token_overlap+scope_same_race
CA-40,D,LUCILLE ROYBAL-ALLARD,"ROYBAL-ALLARD, LUCILLE",H2CA33048,I,high_confidence_automatic,100.0,2.0,4,last_exact+first_match+token_overlap+scope_same_race
CA-41,R,AJA SMITH,"SMITH, AJA",H8CA41170,C,high_confidence_automatic,100.0,,1,last_exact+first_match+token_overlap+scope_same_race
CA-41,D,MARK TAKANO,"TAKANO, MARK",H2CA43245,I,high_confidence_automatic,100.0,2.0,2,last_exact+first_match+token_overlap+scope_same_race
CA-42,R,KEN CALVERT,"CALVERT, KEN",H2CA37023,I,high_confidence_automatic,100.0,0.0,3,last_exact+first_match+token_overlap+scope_same_race
CA-43,D,MAXINE WATERS,"WATERS, MAXINE",H4CA23011,I,high_confidence_automatic,100.0,,1,last_exact+first_match+token_overlap+scope_same_race
CA-44,D,ANALILIA JOYA,"JOYA, ANALILIA",H4CA44157,C,high_confidence_automatic,100.0,2.0,6,last_exact+first_match+token_overlap+scope_same_race
CA-47,R,JOHN BRISCOE,"BRISCOE, JOHN",H8CA47078,C,high_confidence_automatic,100.0,2.0,3,last_exact+first_match+token_overlap+scope_same_race
CA-48,R,MICHELLE STEEL,"STEEL, MICHELLE",H0CA48198,C,high_confidence_automatic,100.0,2.0,8,last_exact+first_match+token_overlap+scope_same_race
CA-49,D,MIKE LEVIN,"LEVIN, MIKE",H8CA49058,I,high_confidence_automatic,100.0,,1,last_exact+first_match+token_overlap+scope_same_race
CA-50,D,AMMAR CAMPA-NAJJAR,"CAMPA-NAJJAR, AMMAR",H8CA50098,O,high_confidence_automatic,100.0,2.0,3,last_exact+first_match+token_overlap+scope_same_race
CA-53,D,GEORGETTE GOMEZ,"GOMEZ, GEORGETTE",H0CA53107,O,high_confidence_automatic,100.0,2.0,17,last_exact+first_match+token_overlap+scope_same_race
CO-1,R,SHANE BOLLING,"BOLLING, SHANE",H0CO02233,C,high_confidence_automatic,100.0,,1,last_exact+first_match+token_overlap+scope_same_race
CO-3,R,LAUREN BOEBERT,"BOEBERT, LAUREN",H0CO03165,C,high_confidence_automatic,100.0,2.0,2,last_exact+first_match+token_overlap+scope_same_race
CO-5,D,JILLIAN FREELAND,"FREELAND, JILLIAN",H0CO05129,C,high_confidence_automatic,100.0,2.0,4,last_exact+first_match+token_overlap+scope_same_race
CO-6,D,JASON CROW,"CROW, JASON",H8CO06229,I,high_confidence_automatic,100.0,2.0,2,last_exact+first_match+token_overlap+scope_same_race
CT-1,D,JOHN B LARSON,"LARSON, JOHN B",H8CT01046,I,high_confidence_automatic,100.0,,1,last_exact+first_match+token_overlap+scope_same_race
CT-1,R,MARY FAY,"FAY, MARY",H0CT01126,C,high_confidence_automatic,100.0,2.0,3,last_exact+first_match+token_overlap+scope_same_race
CT-2,R,JUSTIN ANDERSON,"ANDERSON, JUSTIN",H0CT02207,C,high_confidence_automatic,100.0,2.0,2,last_exact+first_match+token_overlap+scope_same_race
CT-3,R,MARGARET STREICKER,"STREICKER, MARGARET",H0CT03155,C,high_confidence_automatic,100.0,,1,last_exact+first_match+token_overlap+scope_same_race
CT-3,D,ROSA L DELAURO,"DELAURO, ROSA L",H0CT03072,I,high_confidence_automatic,100.0,,1,last_exact+first_match+token_overlap+scope_same_race
CT-4,R,JONATHAN RIDDLE,"RIDDLE, JONATHAN",H0CT04195,C,high_confidence_automatic,100.0,2.0,3,last_exact+first_match+token_overlap+scope_same_race
CT-5,D,JAHANA HAYES,"HAYES, JAHANA",H8CT05245,I,high_confidence_automatic,100.0,,1,last_exact+first_match+token_overlap+scope_same_race
