race_id,party_code,mit_candidate_name,fec_candidate_name,fec_candidate_id,incumbent_challenger_status,match_method,match_score,second_best_score,candidate_count_considered,match_reason
AL-1,D,ROBERT KENNEDY JR,"KENNEDY, ROBERT JR.",H8AL01066,C,high_confidence_automatic,100.0,2.0,3,last_exact+first_match+token_overlap+scope_same_race
AL-2,R,MARTHA ROBY,"ROBY, MARTHA",H0AL02087,I,high_confidence_automatic,100.0,2.0,5,last_exact+first_match+token_overlap+scope_same_race
AL-3,D,MALLORY HAGAN,"HAGAN, MALLORY",H8AL03054,C,high_confidence_automatic,100.0,2.0,3,last_exact+first_match+token_overlap+scope_same_race
AL-5,R,MO BROOKS,"BROOKS, MO",H0AL05163,I,high_confidence_automatic,100.0,2.0,3,last_exact+first_match+token_overlap+scope_same_race
AL-6,D,DANNER KLINE,"KLINE, DANNER",H8AL06099,C,high_confidence_automatic,100.0,,1,last_exact+first_match+token_overlap+scope_same_race
AL-6,R,GARY PALMER,"PALMER, GARY",H4AL06098,I,high_confidence_automatic,100.0,,1,last_exact+first_match+token_overlap+scope_same_race
AZ-1,D,TOM O'HALLERAN,"O'HALLERAN, TOM",H6AZ01199,I,high_confidence_automatic,100.0,0.0,2,last_exact+first_match+token_overlap+scope_same_race
AZ-1,R,WENDY ROGERS,"ROGERS, WENDY",H2AZ09035,C,high_confidence_automatic,100.0,2.0,5,last_exact+first_match+token_overlap+scope_same_race
AZ-2,D,ANN KIRKPATRICK,"KIRKPATRICK, ANN",H8AZ01104,O,high_confidence_automatic,100.0,2.0,9,last_exact+first_match+token_overlap+scope_same_race
AZ-2,R,LEA MARQUEZ PETERSON,"MARQUEZ PETERSON, LEA",H8AZ02185,O,high_confidence_automatic,100.0,2.0,6,last_exact+first_match+token_overlap+scope_same_race
AZ-4,R,PAUL GOSAR,"GOSAR, PAUL DR.",H0AZ01259,I,high_confidence_automatic,100.0,,1,last_exact+first_match+token_overlap+scope_same_race
AZ-5,D,JOAN GREENE,"GREENE, JOAN",H8AZ05154,C,high_confidence_automatic,100.0,2.0,4,last_exact+first_match+token_overlap+scope_same_race
AZ-6,D,ANITA MALIK,"MALIK, ANITA",H8AZ06103,C,high_confidence_automatic,100.0,2.0,5,last_exact+first_match+token_overlap+scope_same_race
AZ-6,R,DAVID SCHWEIKERT,"SCHWEIKERT, DAVID",H4AZ06045,I,high_confidence_automatic,100.0,,1,last_exact+first_match+token_overlap+scope_same_race
AZ-7,D,RUBEN GALLEGO,"GALLEGO, RUBEN",H4AZ07043,I,high_confidence_automatic,100.0,2.0,2,last_exact+first_match+token_overlap+scope_same_race
AZ-8,R,DEBBIE LESKO,"LESKO, DEBBIE",H8AZ08158,I,high_confidence_automatic,100.0,2.0,16,last_exact+first_match+token_overlap+scope_same_race
AZ-8,D,HIRAL TIPIRNENI,"TIPIRNENI, HIRAL",H8AZ08083,O,high_confidence_automatic,100.0,2.0,7,last_exact+first_match+token_overlap+scope_same_race
AZ-9,D,GREG STANTON,"STANTON, GREG",H8AZ09040,O,high_confidence_automatic,100.0,2.0,4,last_exact+first_match+token_overlap+scope_same_race
AR-1,D,CHINTAN DESAI,"DESAI, CHINTAN",H8AR01029,C,high_confidence_automatic,100.0,,1,last_exact+first_match+token_overlap+scope_same_race
AR-3,D,JOSH MAHONY,"MAHONY, JOSH",H8AR03074,C,high_confidence_automatic,100.0,,1,last_exact+first_match+token_overlap+scope_same_race
AR-3,R,STEVE WOMACK,"WOMACK, STEVE",H0AR03055,I,high_confidence_automatic,100.0,2.0,2,last_exact+first_match+token_overlap+scope_same_race
AR-4,R,BRUCE WESTERMAN,"WESTERMAN, BRUCE",H4AR04048,I,high_confidence_automatic,100.0,2.0,2,last_exact+first_match+token_overlap+scope_same_race
AR-4,D,HAYDEN CATHERINE SHAMEL,"SHAMEL, HAYDEN CATHERINE",H8AR04130,C,high_confidence_automatic,100.0,0.0,2,last_exact+first_match+token_overlap+scope_same_race
CA-1,D,AUDREY DENNEY,"DENNEY, AUDREY",H8CA01257,C,high_confidence_automatic,100.0,2.0,7,last_exact+first_match+token_overlap+scope_same_race
CA-2,D,JARED HUFFMAN,"HUFFMAN, JARED",H2CA06259,I,high_confidence_automatic,100.0,0.0,2,last_exact+first_match+token_overlap+scope_same_race
CA-3,D,JOHN GARAMENDI,"GARAMENDI, JOHN",H0CA10149,I,high_confidence_automatic,100.0,0.0,2,last_exact+first_match+token_overlap+scope_same_race
CA-4,D,JESSICA MORSE,"MORSE, JESSICA",H8CA04210,C,high_confidence_automatic,100.0,2.0,6,last_exact+first_match+token_overlap+scope_same_race
CA-5,D,MIKE THOMPSON,"THOMPSON, MIKE MR.",H8CA01109,I,high_confidence_automatic,100.0,,1,last_exact+first_match+token_overlap+scope_same_race
CA-6,D,DORIS MATSUI,"MATSUI, DORIS",H6CA05195,I,high_confidence_automatic,100.0,0.0,3,last_exact+first_match+token_overlap+scope_same_race
CA-6,D,JRMAR JEFFERSON,"JEFFERSON, JRMAR",H8CA06090,C,high_confidence_automatic,100.0,50.0,3,last_exact+first_match+token_overlap+scope_same_race
CA-7,R,ANDREW GRANT,"GRANT, ANDREW",H8CA07056,C,high_confidence_automatic,100.0,2.0,3,last_exact+first_match+token_overlap+scope_same_race
CA-8,R,PAUL COOK,"COOK, PAUL",H2CA08164,I,high_confidence_automatic,100.0,2.0,3,last_exact+first_match+token_overlap+scope_same_race
CA-8,R,TIM DONNELLY,"DONNELLY, TIM",H6CA08207,C,high_confidence_automatic,100.0,90.75,3,last_exact+first_match+token_overlap+scope_same_race
CA-9,R,MARLA LIVENGOOD,"LIVENGOOD, MARLA",H8CA09144,C,high_confidence_automatic,100.0,0.0,2,last_exact+first_match+token_overlap+scope_same_race
CA-10,R,JEFF DENHAM,"DENHAM, JEFF",H0CA19173,I,high_confidence_automatic,100.0,,1,last_exact+first_match+token_overlap+scope_same_race
CA-10,D,JOSH HARDER,"HARDER, JOSH",H8CA10126,C,high_confidence_automatic,100.0,2.0,9,last_exact+first_match+token_overlap+scope_same_race
CA-11,R,JOHN FITZGERALD,"FITZGERALD, JOHN",H0CA07111,C,high_confidence_automatic,100.0,,1,last_exact+first_match+token_overlap+scope_same_race
CA-11,D,MARK DESAULNIER,"DESAULNIER, MARK",H0CA10073,I,high_confidence_automatic,100.0,2.0,2,last_exact+first_match+token_overlap+scope_same_race
CA-12,R,LISA REMMER,"REMMER, LISA",H8CA12270,C,high_confidence_automatic,100.0,0.0,2,last_exact+first_match+token_overlap+scope_same_race
CA-12,D,NANCY PELOSI,"PELOSI, NANCY",H8CA05035,I,high_confidence_automatic,100.0,2.0,4,last_exact+first_match+token_overlap+scope_same_race
